,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
182,32,松本直樹,1000.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ヤクルト
183,33,内山壮真,1600.0,0.229,94.0,269.0,240.0,55.0,12.0,1.0,6.0,87.0,20.0,27.0,37.0,19.0,2.0,3.0,0.29,0.362,0.653,0.138,ヤクルト
184,36,西村瑠伊斗,650.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト
185,39,宮本丈,2300.0,0.222,65.0,123.0,90.0,20.0,5.0,0.0,0.0,25.0,11.0,7.0,18.0,17.0,5.0,1.0,0.368,0.278,0.646,0.146,ヤクルト
186,42,澤井廉,850.0,0.156,16.0,37.0,32.0,5.0,0.0,1.0,0.0,7.0,3.0,1.0,11.0,0.0,5.0,0.0,0.27,0.219,0.489,0.297,ヤクルト
187,46,太田賢吾,1600.0,0.195,20.0,42.0,41.0,8.0,0.0,0.0,0.0,8.0,1.0,1.0,11.0,1.0,0.0,0.0,0.214,0.195,0.409,0.262,ヤクルト
188,50,北村恵吾,750.0,0.19,12.0,23.0,21.0,4.0,0.0,0.0,1.0,7.0,4.0,7.0,5.0,0.0,0.0,0.0,0.174,0.333,0.507,0.217,ヤクルト
189,51,濱田太貴,1300.0,0.234,103.0,276.0,252.0,59.0,17.0,0.0,5.0,91.0,30.0,22.0,60.0,19.0,1.0,4.0,0.29,0.361,0.652,0.217,ヤクルト
190,55,村上宗隆,60000.0,0.256,140.0,597.0,496.0,127.0,28.0,0.0,31.0,248.0,76.0,84.0,168.0,90.0,7.0,5.0,0.375,0.5,0.875,0.281,ヤクルト
191,57,古賀優大,1500.0,0.294,38.0,80.0,68.0,20.0,1.0,0.0,1.0,24.0,10.0,2.0,6.0,8.0,1.0,0.0,0.377,0.353,0.73,0.075,ヤクルト
192,59,小森航大郎,520.0,,,,,,,,,,,,,,,,,,,,ヤクルト
193,60,武岡龍世,700.0,0.219,84.0,178.0,160.0,35.0,3.0,2.0,1.0,45.0,18.0,8.0,47.0,8.0,0.0,3.0,0.254,0.281,0.536,0.264,ヤクルト
194,65,松本友,850.0,,,,,,,,,,,,,,,,,,,,ヤクルト
195,66,三ツ俣大樹,600.0,0.143,18.0,21.0,14.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,2.0,0.0,0.0,0.25,0.143,0.393,0.381,ヤクルト
196,71,赤羽由紘,600.0,0.174,29.0,27.0,23.0,4.0,0.0,0.0,1.0,7.0,5.0,3.0,12.0,1.0,1.0,0.0,0.231,0.304,0.535,0.444,ヤクルト
197,0,細川成也,990.0,0.253,140.0,576.0,518.0,131.0,30.0,1.0,24.0,235.0,62.0,78.0,161.0,49.0,8.0,0.0,0.326,0.454,0.78,0.28,中日
198,2,田中幹也,720.0,,,,,,,,,,,,,,,,,,,,中日
199,3,高橋周平,6750.0,0.215,86.0,172.0,158.0,34.0,6.0,0.0,0.0,40.0,1.0,14.0,41.0,11.0,1.0,1.0,0.271,0.253,0.524,0.238,中日
200,4,鵜飼航丞,1500.0,0.143,41.0,94.0,91.0,13.0,1.0,0.0,3.0,23.0,7.0,5.0,31.0,2.0,1.0,1.0,0.17,0.253,0.423,0.33,中日
201,5,村松開人,1200.0,0.207,98.0,304.0,275.0,57.0,4.0,1.0,1.0,66.0,20.0,20.0,49.0,15.0,2.0,1.0,0.252,0.24,0.492,0.161,中日
202,8,大島洋平,25000.0,0.289,130.0,494.0,470.0,136.0,17.0,2.0,0.0,157.0,34.0,23.0,43.0,15.0,5.0,6.0,0.316,0.334,0.65,0.087,中日
203,9,アキーノ,16800.0,0.154,20.0,68.0,65.0,10.0,4.0,0.0,1.0,17.0,2.0,6.0,32.0,2.0,0.0,0.0,0.176,0.262,0.438,0.471,中日
204,23,福元悠真,720.0,,,,,,,,,,,,,,,,,,,,中日
205,25,石川昂弥,1500.0,0.242,121.0,464.0,434.0,105.0,27.0,0.0,13.0,171.0,32.0,45.0,69.0,22.0,4.0,0.0,0.282,0.394,0.676,0.149,中日
206,27,大野奨太,2200.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,中日
207,30,三好大倫,900.0,0.154,30.0,17.0,13.0,2.0,1.0,0.0,0.0,3.0,6.0,0.0,4.0,1.0,2.0,3.0,0.312,0.231,0.543,0.235,中日
208,32,石垣雅海,1000.0,0.087,22.0,26.0,23.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,0.16,0.087,0.247,0.231,中日
209,35,木下拓哉,6800.0,0.237,89.0,315.0,278.0,66.0,15.0,0.0,5.0,96.0,19.0,26.0,55.0,30.0,1.0,0.0,0.313,0.345,0.658,0.175,中日
210,37,濱将乃介,720.0,,,,,,,,,,,,,,,,,,,,中日
211,39,宇佐見真吾,3000.0,0.282,69.0,226.0,206.0,58.0,6.0,0.0,3.0,73.0,12.0,14.0,47.0,17.0,1.0,0.0,0.339,0.354,0.694,0.208,中日
212,42,ブライト健太,1400.0,0.241,33.0,68.0,58.0,14.0,0.0,2.0,0.0,18.0,6.0,4.0,20.0,6.0,1.0,2.0,0.323,0.31,0.633,0.294,中日
213,43,味谷大誠,600.0,0.286,6.0,7.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.286,0.286,0.571,0.143,中日
214,44,郡司裕也,975.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,中日
215,44,川越誠司,1400.0,0.212,18.0,36.0,33.0,7.0,1.0,0.0,0.0,8.0,3.0,1.0,8.0,3.0,0.0,0.0,0.278,0.242,0.52,0.222,中日
216,45,龍空,1350.0,0.187,114.0,304.0,273.0,51.0,3.0,2.0,1.0,61.0,16.0,18.0,59.0,15.0,2.0,2.0,0.233,0.223,0.456,0.194,中日
217,48,溝脇隼人,1500.0,0.175,59.0,45.0,40.0,7.0,2.0,0.0,0.0,9.0,5.0,3.0,12.0,2.0,1.0,1.0,0.233,0.225,0.458,0.267,中日
218,49,伊藤康祐,720.0,0.15,34.0,22.0,20.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.15,0.15,0.3,0.136,中日
219,51,高松渡,1060.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,中日
220,52,加藤翔平,2300.0,0.225,59.0,45.0,40.0,9.0,0.0,0.0,0.0,9.0,6.0,4.0,8.0,2.0,1.0,2.0,0.279,0.225,0.504,0.178,中日
221,53,後藤駿太,2100.0,0.182,52.0,51.0,44.0,8.0,3.0,0.0,0.0,11.0,3.0,6.0,18.0,5.0,0.0,0.0,0.26,0.25,0.51,0.353,中日
222,55,福田永将,3500.0,0.15,19.0,26.0,20.0,3.0,0.0,0.0,1.0,6.0,3.0,1.0,4.0,5.0,1.0,0.0,0.346,0.3,0.646,0.154,中日
223,56,星野真生,540.0,,,,,,,,,,,,,,,,,,,,中日
224,57,山浅龍之介,600.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,中日
225,58,石橋康太,950.0,0.257,39.0,77.0,70.0,18.0,6.0,0.0,2.0,30.0,7.0,9.0,7.0,1.0,0.0,0.0,0.268,0.429,0.696,0.091,中日
226,60,岡林勇希,4000.0,0.279,143.0,633.0,584.0,163.0,21.0,10.0,3.0,213.0,61.0,31.0,89.0,39.0,0.0,12.0,0.324,0.365,0.688,0.141,中日
227,63,堂上直倫,2900.0,0.222,12.0,10.0,9.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.333,0.633,0.1,中日
228,66,ビシエド,35000.0,0.244,91.0,347.0,315.0,77.0,9.0,0.0,6.0,104.0,20.0,23.0,41.0,27.0,4.0,0.0,0.311,0.33,0.641,0.118,中日
229,68,福永裕基,720.0,0.241,97.0,325.0,291.0,70.0,16.0,1.0,2.0,94.0,30.0,15.0,62.0,20.0,2.0,2.0,0.289,0.323,0.612,0.191,中日
230,69,加藤匠馬,1900.0,0.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,中日
231,96,アルモンテ,3000.0,0.189,28.0,54.0,53.0,10.0,1.0,0.0,1.0,14.0,3.0,2.0,18.0,1.0,0.0,0.0,0.204,0.264,0.468,0.333,中日
232,97,樋口正修,300.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,中日
233,99,カリステ,3000.0,0.233,47.0,172.0,163.0,38.0,8.0,0.0,5.0,61.0,13.0,13.0,36.0,7.0,0.0,0.0,0.265,0.374,0.639,0.209,中日
234,209,レビーラ,1000.0,,,,,,,,,,,,,,,,,,,,中日
235,210,ガルシア,1000.0,,,,,,,,,,,,,,,,,,,,中日
236,2,アリエル・マルティネス,8000.0,0.246,119.0,444.0,386.0,95.0,24.0,0.0,15.0,164.0,39.0,66.0,99.0,44.0,11.0,0.0,0.338,0.425,0.763,0.223,日本ハム
237,3,加藤豪将,5000.0,0.21,62.0,222.0,200.0,42.0,6.0,0.0,6.0,66.0,18.0,16.0,35.0,18.0,3.0,3.0,0.284,0.33,0.614,0.158,日本ハム
238,4,上川畑大悟,2200.0,0.212,108.0,346.0,293.0,62.0,5.0,1.0,0.0,69.0,16.0,18.0,51.0,34.0,6.0,3.0,0.305,0.235,0.541,0.147,日本ハム
239,5,野村佑希,3300.0,0.236,125.0,473.0,423.0,100.0,21.0,1.0,13.0,162.0,42.0,43.0,112.0,42.0,4.0,4.0,0.309,0.383,0.692,0.237,日本ハム
240,6,アリスメンディ・アルカンタラ,13000.0,0.204,41.0,125.0,113.0,23.0,6.0,0.0,4.0,41.0,14.0,10.0,41.0,9.0,0.0,1.0,0.262,0.363,0.625,0.328,日本ハム
241,7,松本剛,8600.0,0.276,134.0,561.0,507.0,140.0,16.0,2.0,3.0,169.0,51.0,30.0,57.0,37.0,7.0,12.0,0.332,0.333,0.665,0.102,日本ハム
242,8,淺間大基,2800.0,0.222,13.0,38.0,36.0,8.0,3.0,1.0,0.0,13.0,2.0,4.0,10.0,1.0,0.0,0.0,0.243,0.361,0.604,0.263,日本ハム
243,9,中島卓也,3000.0,0.207,17.0,32.0,29.0,6.0,0.0,0.0,0.0,6.0,3.0,2.0,5.0,2.0,0.0,2.0,0.258,0.207,0.465,0.156,日本ハム
244,10,清水優心,2900.0,0.26,32.0,60.0,50.0,13.0,1.0,0.0,0.0,14.0,3.0,5.0,13.0,4.0,0.0,1.0,0.315,0.28,0.595,0.217,日本ハム
245,21,清宮幸太郎,3300.0,0.244,99.0,416.0,356.0,87.0,20.0,1.0,10.0,139.0,41.0,41.0,69.0,53.0,3.0,2.0,0.344,0.39,0.734,0.166,日本ハム
246,23,伏見寅威,4500.0,0.201,89.0,251.0,229.0,46.0,5.0,0.0,3.0,60.0,13.0,12.0,42.0,8.0,4.0,0.0,0.241,0.262,0.503,0.167,日本ハム
247,27,古川裕大,1200.0,0.186,17.0,47.0,43.0,8.0,4.0,0.0,0.0,12.0,2.0,4.0,15.0,1.0,0.0,0.0,0.196,0.279,0.475,0.319,日本ハム
248,30,宇佐見真吾,3000.0,0.0,9.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.062,0.0,0.062,0.25,日本ハム
249,30,郡司裕也,975.0,0.254,55.0,187.0,169.0,43.0,4.0,0.0,3.0,56.0,15.0,19.0,30.0,16.0,0.0,2.0,0.319,0.331,0.65,0.16,日本ハム
250,32,谷内亮太,3000.0,0.197,44.0,88.0,76.0,15.0,0.0,0.0,0.0,15.0,6.0,5.0,9.0,8.0,0.0,0.0,0.274,0.197,0.471,0.102,日本ハム
251,35,福田光輝,800.0,0.175,24.0,63.0,57.0,10.0,3.0,0.0,2.0,19.0,8.0,7.0,19.0,4.0,1.0,0.0,0.242,0.333,0.575,0.302,日本ハム
252,36,木村文紀,1900.0,0.5,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,日本ハム
253,37,江越大賀,1200.0,0.18,100.0,176.0,150.0,27.0,4.0,2.0,5.0,50.0,17.0,13.0,77.0,11.0,2.0,9.0,0.244,0.333,0.577,0.438,日本ハム
254,38,石井一成,3500.0,0.169,36.0,100.0,83.0,14.0,3.0,2.0,0.0,21.0,8.0,4.0,27.0,14.0,0.0,3.0,0.289,0.253,0.542,0.27,日本ハム
255,39,有薗直輝,630.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,日本ハム
256,43,水野達稀,900.0,0.161,31.0,62.0,56.0,9.0,4.0,1.0,0.0,15.0,1.0,6.0,21.0,4.0,0.0,1.0,0.213,0.268,0.481,0.339,日本ハム
257,44,阪口樂,550.0,,,,,,,,,,,,,,,,,,,,日本ハム
258,49,山田遥楓,1200.0,0.268,29.0,46.0,41.0,11.0,2.0,0.0,0.0,13.0,1.0,1.0,6.0,4.0,1.0,0.0,0.348,0.317,0.665,0.13,日本ハム
259,50,五十幡亮汰,1050.0,0.228,70.0,205.0,193.0,44.0,2.0,3.0,0.0,52.0,23.0,6.0,50.0,4.0,2.0,17.0,0.251,0.269,0.521,0.244,日本ハム
260,56,細川凌平,660.0,0.216,60.0,112.0,97.0,21.0,5.0,1.0,1.0,31.0,11.0,10.0,26.0,7.0,0.0,1.0,0.269,0.32,0.589,0.232,日本ハム
261,58,奈良間大己,770.0,0.243,65.0,196.0,181.0,44.0,12.0,2.0,2.0,66.0,20.0,15.0,50.0,8.0,3.0,2.0,0.285,0.365,0.65,0.255,日本ハム
262,60,郡拓也,880.0,0.267,7.0,15.0,15.0,4.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.267,0.333,0.6,0.067,日本ハム
263,61,今川優馬,2000.0,0.197,28.0,69.0,61.0,12.0,1.0,0.0,0.0,13.0,7.0,1.0,17.0,6.0,2.0,3.0,0.29,0.213,0.503,0.246,日本ハム
264,64,田宮裕涼,570.0,0.258,10.0,31.0,31.0,8.0,1.0,0.0,2.0,15.0,4.0,9.0,7.0,0.0,0.0,2.0,0.258,0.484,0.742,0.226,日本ハム
265,65,梅林優貴,770.0,0.5,7.0,6.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.167,日本ハム
266,66,万波中正,2000.0,0.265,141.0,582.0,533.0,141.0,33.0,0.0,25.0,249.0,69.0,74.0,138.0,41.0,4.0,2.0,0.321,0.467,0.788,0.237,日本ハム
267,94,アレン・ハンソン,,0.144,39.0,96.0,90.0,13.0,3.0,0.0,4.0,28.0,9.0,9.0,12.0,5.0,0.0,2.0,0.188,0.311,0.499,0.125,日本ハム
268,99,王柏融,1500.0,0.238,20.0,45.0,42.0,10.0,0.0,1.0,1.0,15.0,5.0,5.0,16.0,3.0,0.0,0.0,0.289,0.357,0.646,0.356,日本ハム
269,124,阿部和広,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
270,125,藤田大清,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
271,127,山口アタル,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
272,00,川瀬晃,1700.0,0.236,102.0,208.0,178.0,42.0,7.0,3.0,0.0,55.0,25.0,15.0,23.0,9.0,2.0,2.0,0.279,0.309,0.588,0.111,ソフトバンク
273,0,F.ガルビス,35000.0,0.152,19.0,34.0,33.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,11.0,0.0,1.0,0.0,0.176,0.152,0.328,0.324,ソフトバンク
274,3,近藤健介,25500.0,0.303,143.0,613.0,492.0,149.0,33.0,0.0,26.0,260.0,75.0,87.0,117.0,109.0,6.0,3.0,0.431,0.528,0.959,0.191,ソフトバンク
275,4,W.アストゥディーヨ,18000.0,0.136,20.0,50.0,44.0,6.0,1.0,0.0,1.0,10.0,2.0,3.0,2.0,2.0,3.0,0.0,0.22,0.227,0.447,0.04,ソフトバンク
276,6,今宮健太,30000.0,0.255,126.0,484.0,427.0,109.0,22.0,0.0,9.0,158.0,38.0,48.0,58.0,27.0,2.0,4.0,0.3,0.37,0.67,0.12,ソフトバンク
277,7,中村晃,15000.0,0.274,136.0,585.0,511.0,140.0,13.0,2.0,5.0,172.0,52.0,37.0,53.0,60.0,3.0,0.0,0.351,0.337,0.688,0.091,ソフトバンク
278,8,牧原大成,8000.0,0.259,91.0,387.0,359.0,93.0,13.0,1.0,2.0,114.0,40.0,32.0,66.0,11.0,5.0,3.0,0.287,0.318,0.604,0.171,ソフトバンク
279,9,柳田悠岐,62000.0,0.299,143.0,625.0,546.0,163.0,29.0,3.0,22.0,264.0,57.0,85.0,97.0,64.0,9.0,1.0,0.378,0.484,0.861,0.155,ソフトバンク
280,10,C.ホーキンス,6600.0,0.0,3.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,ソフトバンク
281,12,嶺井博希,2700.0,0.206,44.0,39.0,34.0,7.0,2.0,0.0,2.0,15.0,3.0,6.0,10.0,0.0,1.0,0.0,0.222,0.441,0.663,0.256,ソフトバンク
282,13,三森大貴,4500.0,0.26,102.0,316.0,296.0,77.0,8.0,2.0,5.0,104.0,40.0,21.0,48.0,12.0,0.0,14.0,0.289,0.351,0.64,0.152,ソフトバンク
283,19,甲斐拓也,21000.0,0.202,139.0,420.0,366.0,74.0,16.0,1.0,10.0,122.0,35.0,44.0,117.0,31.0,3.0,0.0,0.269,0.333,0.602,0.279,ソフトバンク
284,22,牧原巧汰,550.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
285,23,周東佑京,4000.0,0.241,114.0,268.0,237.0,57.0,5.0,1.0,2.0,70.0,52.0,17.0,56.0,20.0,3.0,36.0,0.307,0.295,0.602,0.209,ソフトバンク
286,24,栗原陵矢,7000.0,0.239,96.0,387.0,352.0,84.0,14.0,0.0,13.0,137.0,24.0,49.0,81.0,28.0,4.0,0.0,0.301,0.389,0.69,0.209,ソフトバンク
287,25,アルフレド・デスパイネ,18600.0,0.071,20.0,49.0,42.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,7.0,0.0,0.0,0.204,0.071,0.276,0.265,ソフトバンク
288,30,佐藤直樹,1400.0,0.167,41.0,31.0,30.0,5.0,1.0,0.0,1.0,9.0,6.0,2.0,16.0,0.0,0.0,3.0,0.167,0.3,0.467,0.516,ソフトバンク
289,31,正木智也,1300.0,0.038,15.0,30.0,26.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,3.0,1.0,0.0,0.167,0.038,0.205,0.333,ソフトバンク
290,32,柳町達,2900.0,0.257,116.0,375.0,311.0,80.0,18.0,1.0,0.0,100.0,27.0,34.0,104.0,58.0,1.0,2.0,0.375,0.322,0.696,0.277,ソフトバンク
291,33,増田珠,860.0,0.182,35.0,75.0,66.0,12.0,2.0,0.0,1.0,17.0,7.0,3.0,17.0,5.0,3.0,0.0,0.27,0.258,0.528,0.227,ソフトバンク
292,36,イヒネ・イツア,800.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
293,37,生海,1000.0,0.2,13.0,21.0,20.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,1.0,0.0,0.0,0.238,0.2,0.438,0.238,ソフトバンク
294,43,井上朋也,860.0,0.263,15.0,41.0,38.0,10.0,2.0,0.0,1.0,15.0,3.0,3.0,10.0,3.0,0.0,0.0,0.317,0.395,0.712,0.244,ソフトバンク
295,44,笹川吉康,620.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
296,45,谷川原健太,1300.0,0.233,61.0,46.0,43.0,10.0,1.0,0.0,0.0,11.0,8.0,3.0,12.0,3.0,0.0,2.0,0.283,0.256,0.538,0.261,ソフトバンク
297,46,川原田純平,560.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ソフトバンク
298,51,上林誠知,3750.0,0.185,56.0,99.0,92.0,17.0,3.0,1.0,0.0,22.0,14.0,9.0,30.0,3.0,1.0,1.0,0.216,0.239,0.456,0.303,ソフトバンク
299,52,リチャード,1000.0,0.115,22.0,64.0,61.0,7.0,1.0,0.0,0.0,8.0,2.0,1.0,25.0,2.0,1.0,0.0,0.156,0.131,0.287,0.391,ソフトバンク
300,55,野村大樹,950.0,0.216,41.0,83.0,74.0,16.0,2.0,0.0,1.0,21.0,7.0,4.0,22.0,4.0,0.0,1.0,0.253,0.284,0.537,0.265,ソフトバンク
301,59,水谷瞬,540.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
302,62,海野隆司,1300.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ソフトバンク
303,64,吉田賢吾,800.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク
304,65,九鬼隆平,650.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
305,79,渡邉陸,850.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
306,99,野村勇,2500.0,0.16,50.0,95.0,81.0,13.0,2.0,0.0,3.0,24.0,14.0,7.0,33.0,8.0,4.0,1.0,0.266,0.296,0.562,0.347,ソフトバンク
307,121,石塚綜一郎,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
308,122,藤野恵音,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
309,125,早真之介,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
310,127,緒方理貢,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
311,128,伊藤大将,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
312,129,居谷匠真,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
313,130,勝連大稀,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
314,131,舟越秀虎,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
315,132,川村友斗,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
316,142,中村宜聖,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
317,144,M.シモン,1000.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
318,146,F.ヘラルディーノ,1000.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
319,149,佐久間拓斗,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
320,150,山本恵大,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
321,151,加藤晴空,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
322,153,三代祥貴,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
323,155,仲田慶介,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
324,157,小林珠維,470.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
325,159,山下恭吾,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
326,166,重松凱人,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
327,168,佐藤航太,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
328,170,西尾歩真,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
329,171,盛島稜大,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
330,173,ホセ・オスーナ,1000.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
331,00,池田来翔,1200.0,0.269,40.0,118.0,104.0,28.0,6.0,1.0,2.0,42.0,17.0,8.0,17.0,6.0,3.0,0.0,0.327,0.404,0.731,0.144,ロッテ
332,0,荻野貴司,10000.0,0.24,50.0,203.0,183.0,44.0,8.0,1.0,1.0,57.0,19.0,19.0,16.0,11.0,6.0,1.0,0.302,0.311,0.613,0.079,ロッテ
333,1,藤原恭大,2200.0,0.238,103.0,361.0,328.0,78.0,15.0,2.0,3.0,106.0,35.0,21.0,78.0,18.0,4.0,5.0,0.285,0.323,0.608,0.216,ロッテ
334,2,松川虎生,2400.0,0.188,9.0,18.0,16.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0.235,0.188,0.423,0.222,ロッテ
335,3,角中勝也,5500.0,0.296,86.0,244.0,216.0,64.0,16.0,1.0,9.0,109.0,20.0,39.0,43.0,21.0,1.0,1.0,0.357,0.505,0.861,0.176,ロッテ
336,4,藤岡裕大,5000.0,0.277,93.0,380.0,310.0,86.0,20.0,0.0,1.0,109.0,34.0,22.0,66.0,54.0,4.0,7.0,0.389,0.352,0.741,0.174,ロッテ
337,5,安田尚憲,4200.0,0.238,122.0,472.0,416.0,99.0,24.0,0.0,9.0,150.0,33.0,43.0,95.0,49.0,2.0,2.0,0.318,0.361,0.678,0.201,ロッテ
338,7,福田秀平,12000.0,0.25,3.0,9.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.333,0.25,0.583,0.333,ロッテ
339,8,中村奨吾,20000.0,0.22,137.0,584.0,508.0,112.0,23.0,0.0,11.0,168.0,61.0,48.0,89.0,52.0,7.0,3.0,0.299,0.331,0.63,0.152,ロッテ
340,10,友杉篤輝,1200.0,0.254,64.0,209.0,185.0,47.0,7.0,0.0,0.0,54.0,21.0,9.0,31.0,9.0,0.0,9.0,0.287,0.292,0.579,0.148,ロッテ
341,13,平沢大河,1400.0,0.17,57.0,170.0,135.0,23.0,1.0,0.0,3.0,33.0,19.0,8.0,43.0,25.0,3.0,3.0,0.311,0.244,0.555,0.253,ロッテ
342,22,田村龍弘,7000.0,0.166,78.0,214.0,181.0,30.0,3.0,0.0,2.0,39.0,6.0,19.0,38.0,13.0,2.0,0.0,0.226,0.215,0.442,0.178,ロッテ
343,22,ポランコ,20000.0,0.242,125.0,497.0,447.0,108.0,15.0,0.0,26.0,201.0,43.0,75.0,92.0,47.0,0.0,0.0,0.312,0.45,0.762,0.185,ロッテ
344,23,三木亮,2100.0,,,,,,,,,,,,,,,,,,,,ロッテ
345,25,岡大海,3600.0,0.282,109.0,372.0,319.0,90.0,16.0,3.0,7.0,133.0,50.0,33.0,56.0,37.0,8.0,15.0,0.371,0.417,0.788,0.151,ロッテ
346,31,菅野剛士,1900.0,0.1,6.0,11.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.182,0.1,0.282,0.182,ロッテ
347,32,佐藤都志也,3100.0,0.218,103.0,278.0,239.0,52.0,12.0,1.0,4.0,78.0,19.0,22.0,45.0,22.0,3.0,0.0,0.289,0.326,0.616,0.162,ロッテ
348,38,高部瑛斗,3500.0,,,,,,,,,,,,,,,,,,,,ロッテ
349,39,大下誠一郎,800.0,0.227,23.0,28.0,22.0,5.0,0.0,0.0,1.0,8.0,2.0,2.0,7.0,2.0,3.0,0.0,0.37,0.364,0.734,0.25,ロッテ
