,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
82,63,田中豊樹,1500.0,4.09,15.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,3.0,8.0,6.55,6.0,5.0,8.0,2.0,4.0,0.0,3.27,巨人
83,063,花田侑樹,480.0,,,,,,,,,,,,,,,,,,,,巨人
84,64,大江竜聖,2310.0,4.09,32.0,4.0,0.0,22.0,1.0,0.0,0.0,0.0,6.0,16.0,6.55,10.0,10.0,15.0,3.0,10.0,2.0,4.09,巨人
85,65,Y.メンデス,4000.0,2.07,16.0,5.0,5.0,87.0,0.5,0.0,0.0,0.0,0.0,72.0,7.45,21.0,20.0,57.0,7.0,33.0,5.0,3.41,巨人
86,68,代木大和,550.0,5.4,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,8.1,10.0,10.0,23.0,2.0,6.0,2.0,3.24,巨人
87,69,三上朋也,1000.0,4.6,22.0,0.0,1.0,,0.0,0.0,0.0,0.0,7.0,9.0,5.17,8.0,8.0,18.0,1.0,8.0,4.0,4.6,巨人
88,91,堀田賢慎,650.0,8.1,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,13.5,3.0,3.0,2.0,1.0,4.0,0.0,10.8,巨人
89,92,小沼健太,720.0,,,,,,,,,,,,,,,,,,,,巨人
90,93,松井颯,400.0,3.26,8.0,1.0,1.0,,0.5,0.0,0.0,0.0,2.0,17.0,7.91,8.0,7.0,18.0,3.0,8.0,0.0,3.72,巨人
91,95,堀岡隼人,670.0,13.5,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,10.8,5.0,5.0,6.0,2.0,3.0,0.0,8.1,巨人
92,96,菊地大稀,700.0,3.4,50.0,4.0,4.0,,0.5,0.0,0.0,1.0,11.0,55.0,10.38,19.0,18.0,40.0,4.0,16.0,1.0,3.02,巨人
93,97,井上温大,650.0,10.95,4.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,11.0,8.03,15.0,15.0,21.0,2.0,3.0,1.0,2.19,巨人
94,99,Y.ロペス,14500.0,4.05,8.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.7,4.0,3.0,6.0,1.0,7.0,0.0,9.45,巨人
95,11,東克樹,2610.0,1.98,24.0,16.0,3.0,,0.842,4.0,2.0,0.0,0.0,133.0,6.95,40.0,38.0,149.0,14.0,15.0,1.0,0.78,DeNA
96,12,阪口皓亮,900.0,,,,,,,,,,,,,,,,,,,,DeNA
97,13,伊勢大夢,9200.0,3.22,58.0,4.0,6.0,,0.4,0.0,0.0,2.0,33.0,43.0,7.69,21.0,18.0,54.0,6.0,16.0,0.0,2.86,DeNA
98,14,石田健大,6200.0,3.97,23.0,4.0,9.0,118.0,0.308,0.0,0.0,0.0,0.0,99.0,7.55,56.0,52.0,127.0,12.0,30.0,5.0,2.29,DeNA
99,15,徳山壮磨,1200.0,,,,,,,,,,,,,,,,,,,,DeNA
100,16,大貫晋一,8800.0,2.95,13.0,5.0,4.0,,0.556,1.0,1.0,0.0,0.0,55.0,6.48,27.0,25.0,57.0,6.0,18.0,4.0,2.12,DeNA
101,17,三嶋一輝,12000.0,4.84,27.0,3.0,1.0,,0.75,0.0,0.0,0.0,6.0,17.0,6.85,12.0,12.0,33.0,3.0,7.0,2.0,2.82,DeNA
102,18,小園健太,1200.0,,,,,,,,,,,,,,,,,,,,DeNA
103,19,山崎康晃,30000.0,4.37,49.0,3.0,7.0,,0.3,0.0,0.0,20.0,8.0,54.0,10.72,22.0,22.0,48.0,7.0,8.0,1.0,1.59,DeNA
104,20,坂本裕哉,2300.0,5.76,13.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,13.0,4.68,16.0,16.0,27.0,2.0,12.0,2.0,4.32,DeNA
105,21,今永昇太,14000.0,2.8,22.0,7.0,4.0,148.0,0.636,2.0,0.0,0.0,0.0,174.0,10.58,46.0,46.0,132.0,17.0,24.0,4.0,1.46,DeNA
106,22,入江大生,4500.0,2.7,32.0,1.0,1.0,30.0,0.5,0.0,0.0,0.0,7.0,32.0,9.6,11.0,9.0,29.0,0.0,16.0,2.0,4.8,DeNA
107,24,吉野光樹,1200.0,,,,,,,,,,,,,,,,,,,,DeNA
108,26,濱口遥大,6300.0,4.5,14.0,3.0,7.0,68.0,0.3,1.0,0.0,0.0,0.0,56.0,7.41,42.0,34.0,71.0,6.0,35.0,0.0,4.63,DeNA
109,27,上茶谷大河,3400.0,2.11,46.0,5.0,3.0,64.0,0.625,0.0,0.0,0.0,4.0,54.0,7.59,21.0,15.0,53.0,3.0,26.0,4.0,3.66,DeNA
110,30,三浦銀二,870.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,9.0,DeNA
111,34,平田真吾,3300.0,,,,,,,,,,,,,,,,,,,,DeNA
112,35,橋本達弥,780.0,,,,,,,,,,,,,,,,,,,,DeNA
113,36,森下瑠大,510.0,,,,,,,,,,,,,,,,,,,,DeNA
114,40,松本隆之介,560.0,,,,,,,,,,,,,,,,,,,,DeNA
115,41,櫻井周斗,1040.0,,,,,,,,,,,,,,,,,,,,DeNA
116,43,深沢鳳介,500.0,,,,,,,,,,,,,,,,,,,,DeNA
117,45,ガゼルマン,12000.0,4.45,13.0,3.0,5.0,,0.375,0.0,0.0,0.0,0.0,43.0,5.98,35.0,32.0,72.0,6.0,33.0,4.0,4.59,DeNA
118,46,田中健二朗,3500.0,4.09,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,9.0,7.36,5.0,5.0,12.0,1.0,2.0,0.0,1.64,DeNA
119,47,笠原祥太郎,900.0,4.5,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,6.0,3.0,10.0,0.0,7.0,0.0,10.5,DeNA
120,48,京山将弥,2790.0,,,,,,,,,,,,,,,,,,,,DeNA
121,49,ウェンデルケン,12000.0,1.66,61.0,2.0,2.0,,0.5,0.0,0.0,3.0,33.0,53.0,7.99,12.0,11.0,40.0,1.0,22.0,3.0,3.32,DeNA
122,53,池谷蒼大,750.0,,,,,,,,,,,,,,,,,,,,DeNA
123,56,高田琢登,510.0,,,,,,,,,,,,,,,,,,,,DeNA
124,59,平良拳太郎,2000.0,3.49,11.0,4.0,4.0,,0.5,0.0,0.0,0.0,0.0,61.0,9.25,23.0,23.0,58.0,5.0,13.0,0.0,1.97,DeNA
125,62,エドウィン・エスコバー,20000.0,4.55,40.0,2.0,1.0,,0.667,0.0,0.0,0.0,11.0,30.0,8.53,18.0,16.0,28.0,6.0,16.0,2.0,4.55,DeNA
126,64,中川虎大,760.0,2.53,9.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,10.0,8.44,3.0,3.0,9.0,2.0,3.0,0.0,2.53,DeNA
127,65,宮國椋丞,940.0,6.75,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.75,4.0,3.0,7.0,1.0,1.0,0.0,2.25,DeNA
128,68,森原康平,3500.0,2.32,46.0,2.0,1.0,,0.667,0.0,0.0,17.0,10.0,34.0,7.17,12.0,11.0,34.0,2.0,11.0,2.0,2.32,DeNA
129,92,宮城滝太,440.0,3.86,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,16.0,8.82,7.0,7.0,14.0,2.0,2.0,1.0,1.1,DeNA
130,95,石川達也,440.0,1.97,28.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,3.0,34.0,9.56,9.0,7.0,19.0,2.0,10.0,2.0,2.81,DeNA
131,96,トレバー・バウアー,40000.0,2.76,19.0,10.0,4.0,,0.714,2.0,0.0,0.0,0.0,130.0,8.95,44.0,40.0,119.0,14.0,31.0,4.0,2.14,DeNA
132,101,草野陽斗,340.0,,,,,,,,,,,,,,,,,,,,DeNA
133,102,加藤大,340.0,,,,,,,,,,,,,,,,,,,,DeNA
134,106,渡辺明貴,340.0,,,,,,,,,,,,,,,,,,,,DeNA
135,107,マルセリーノ,260.0,,,,,,,,,,,,,,,,,,,,DeNA
136,108,今野瑠斗,340.0,,,,,,,,,,,,,,,,,,,,DeNA
137,109,ディアス,240.0,,,,,,,,,,,,,,,,,,,,DeNA
138,110,スターリン,370.0,,,,,,,,,,,,,,,,,,,,DeNA
139,13,岩崎優,20000.0,1.77,60.0,3.0,3.0,56.0,0.5,0.0,0.0,35.0,12.0,62.0,9.96,13.0,11.0,32.0,3.0,14.0,2.0,2.25,阪神
140,14,岩貞祐太,10000.0,2.7,50.0,1.0,0.0,,1.0,0.0,0.0,0.0,24.0,30.0,6.23,15.0,13.0,36.0,2.0,12.0,2.0,2.49,阪神
141,15,西純矢,2800.0,3.86,17.0,5.0,2.0,,0.714,1.0,0.0,0.0,0.0,45.0,5.6,33.0,31.0,79.0,9.0,28.0,3.0,3.48,阪神
142,16,西勇輝,30000.0,3.57,18.0,8.0,5.0,,0.615,2.0,1.0,0.0,0.0,56.0,4.65,47.0,43.0,106.0,8.0,24.0,8.0,1.99,阪神
143,17,青柳晃洋,24000.0,4.57,18.0,8.0,6.0,,0.571,0.0,0.0,0.0,0.0,64.0,5.74,54.0,51.0,102.0,6.0,38.0,9.0,3.41,阪神
144,18,馬場皐輔,2950.0,2.45,19.0,2.0,1.0,22.0,0.667,0.0,0.0,0.0,3.0,22.0,9.0,8.0,6.0,17.0,2.0,8.0,0.0,3.27,阪神
145,20,森木大智,1200.0,,,,,,,,,,,,,,,,,,,,阪神
146,21,秋山拓巳,8800.0,7.45,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,7.0,6.52,8.0,8.0,16.0,1.0,1.0,0.0,0.93,阪神
147,27,伊藤将司,8000.0,2.39,21.0,10.0,5.0,,0.667,3.0,2.0,0.0,0.0,91.0,5.58,40.0,39.0,120.0,8.0,21.0,4.0,1.29,阪神
148,28,鈴木勇斗,1100.0,,,,,,,,,,,,,,,,,,,,阪神
149,29,高橋遥人,2450.0,,,,,,,,,,,,,,,,,,,,阪神
150,30,門別啓人,720.0,3.38,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,5.62,3.0,3.0,13.0,0.0,1.0,0.0,1.12,阪神
151,34,二保旭,2025.0,,,,,,,,,,,,,,,,,,,,阪神
152,35,才木浩人,1900.0,1.82,19.0,8.0,5.0,,0.615,1.0,1.0,0.0,1.0,107.0,8.12,29.0,24.0,88.0,8.0,36.0,2.0,2.73,阪神
153,36,浜地真澄,3200.0,5.86,30.0,3.0,1.0,,0.75,0.0,0.0,0.0,6.0,23.0,7.48,18.0,18.0,32.0,6.0,6.0,0.0,1.95,阪神
154,37,及川雅貴,1500.0,2.23,33.0,3.0,1.0,,0.75,0.0,0.0,0.0,7.0,40.0,9.91,10.0,9.0,28.0,2.0,14.0,2.0,3.47,阪神
155,41,村上頌樹,750.0,1.75,22.0,10.0,6.0,,0.625,2.0,1.0,0.0,1.0,137.0,8.54,30.0,28.0,92.0,9.0,15.0,1.0,0.94,阪神
156,42,カイル・ケラー,18240.0,1.71,27.0,1.0,0.0,,1.0,0.0,0.0,1.0,8.0,28.0,9.57,7.0,5.0,22.0,1.0,16.0,1.0,5.47,阪神
157,46,島本浩也,2300.0,1.69,35.0,4.0,2.0,,0.667,0.0,0.0,0.0,15.0,20.0,6.75,6.0,5.0,19.0,0.0,3.0,1.0,1.01,阪神
158,47,桐敷拓馬,1100.0,1.79,27.0,2.0,0.0,,1.0,0.0,0.0,0.0,14.0,40.0,8.93,10.0,8.0,28.0,1.0,12.0,0.0,2.68,阪神
159,48,茨木秀俊,500.0,,,,,,,,,,,,,,,,,,,,阪神
160,49,大竹耕太郎,2000.0,2.26,21.0,12.0,2.0,,0.857,1.0,1.0,0.0,0.0,82.0,5.61,36.0,33.0,122.0,10.0,12.0,3.0,0.82,阪神
161,50,富田蓮,750.0,4.5,9.0,1.0,2.0,16.0,0.333,0.0,0.0,0.0,0.0,10.0,5.62,11.0,8.0,14.0,2.0,5.0,0.0,2.81,阪神
162,54,加治屋蓮,3000.0,2.56,51.0,1.0,5.0,,0.167,0.0,0.0,1.0,16.0,32.0,7.45,12.0,11.0,34.0,3.0,13.0,2.0,3.03,阪神
163,56,小林慶祐,1700.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,阪神
164,64,岡留英貴,720.0,1.29,8.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,7.71,1.0,1.0,5.0,0.0,1.0,0.0,1.29,阪神
165,65,湯浅京己,4700.0,4.4,15.0,0.0,2.0,,0.0,0.0,0.0,8.0,3.0,15.0,9.42,8.0,7.0,15.0,3.0,8.0,0.0,5.02,阪神
166,66,小川一平,1300.0,,,,,,,,,,,,,,,,,,,,阪神
167,69,石井大智,1250.0,1.35,44.0,1.0,1.0,40.0,0.5,0.0,0.0,0.0,19.0,29.0,6.53,8.0,6.0,43.0,2.0,8.0,1.0,1.8,阪神
168,92,渡邉雄大,1600.0,,,,,,,,,,,,,,,,,,,,阪神
169,93,岩田将貴,440.0,,,,,,,,,,,,,,,,,,,,阪神
170,98,コルテン・ブルワー,4900.0,2.38,13.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,14.0,11.12,5.0,3.0,6.0,1.0,6.0,0.0,4.76,阪神
171,99,ビーズリー,10880.0,2.2,18.0,1.0,2.0,41.0,0.333,0.0,0.0,0.0,0.0,43.0,9.44,12.0,10.0,35.0,1.0,13.0,1.0,2.85,阪神
172,124,望月惇志,600.0,,,,,,,,,,,,,,,,,,,,阪神
173,125,伊藤稜,300.0,,,,,,,,,,,,,,,,,,,,阪神
174,127,川原陸,420.0,,,,,,,,,,,,,,,,,,,,阪神
175,130,佐藤蓮,600.0,,,,,,,,,,,,,,,,,,,,阪神
176,12,石山泰稚,15000.0,4.4,50.0,3.0,6.0,47.0,0.333,0.0,0.0,0.0,24.0,41.0,7.85,27.0,23.0,51.0,3.0,13.0,3.0,2.49,ヤクルト
177,012,近藤弘樹,900.0,,,,,,,,,,,,,,,,,,,,ヤクルト
178,14,高梨裕稔,4300.0,4.69,15.0,0.0,3.0,,0.0,0.0,0.0,0.0,1.0,30.0,6.69,23.0,21.0,42.0,6.0,10.0,1.0,2.23,ヤクルト
179,014,鈴木裕太,300.0,,,,,,,,,,,,,,,,,,,,ヤクルト
180,15,山下輝,1400.0,,,,,,,,,,,,,,,,,,,,ヤクルト
181,015,沼田翔平,400.0,,,,,,,,,,,,,,,,,,,,ヤクルト
182,16,原樹理,3800.0,,,,,,,,,,,,,,,,,,,,ヤクルト
183,17,清水昇,10000.0,2.98,56.0,1.0,8.0,,0.111,0.0,0.0,0.0,38.0,47.0,7.79,20.0,18.0,50.0,6.0,6.0,2.0,0.99,ヤクルト
184,18,奥川恭伸,2700.0,,,,,,,,,,,,,,,,,,,,ヤクルト
185,19,石川雅規,9000.0,3.98,13.0,2.0,5.0,,0.286,0.0,0.0,0.0,0.0,22.0,3.13,32.0,28.0,75.0,11.0,6.0,0.0,0.85,ヤクルト
186,019,下慎之介,300.0,,,,,,,,,,,,,,,,,,,,ヤクルト
187,20,木澤尚文,3700.0,2.72,56.0,2.0,3.0,53.0,0.4,0.0,0.0,0.0,20.0,49.0,8.32,19.0,16.0,42.0,3.0,26.0,5.0,4.42,ヤクルト
188,21,吉村貢司郎,1600.0,4.33,12.0,4.0,2.0,,0.667,0.0,0.0,0.0,0.0,46.0,6.86,31.0,29.0,66.0,9.0,14.0,2.0,2.09,ヤクルト
189,24,星知弥,1500.0,3.38,47.0,2.0,2.0,40.0,0.5,0.0,0.0,0.0,20.0,48.0,10.8,15.0,15.0,34.0,4.0,16.0,1.0,3.6,ヤクルト
