,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
169,23,青木宣親,33000.0,0.248,81.0,256.0,222.0,55.0,8.0,1.0,5.0,80.0,27.0,22.0,28.0,28.0,3.0,3.0,0.336,0.36,0.696,0.109,ヤクルト
170,024,岩田幸宏,280.0,,,,,,,,,,,,,,,,,,,,ヤクルト
171,025,内山太嗣,300.0,,,,,,,,,,,,,,,,,,,,ヤクルト
172,25,ドミンゴ・サンタナ,19000.0,0.275,60.0,215.0,189.0,52.0,7.0,0.0,15.0,104.0,26.0,35.0,73.0,23.0,1.0,0.0,0.353,0.55,0.904,0.34,ヤクルト
173,27,中村悠平,17000.0,0.263,86.0,307.0,266.0,70.0,9.0,1.0,5.0,96.0,23.0,28.0,36.0,26.0,4.0,0.0,0.334,0.361,0.695,0.117,ヤクルト
174,30,西田明央,2200.0,0.308,10.0,13.0,13.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.308,0.308,0.615,0.308,ヤクルト
175,31,山崎晃大朗,2700.0,0.258,118.0,378.0,341.0,88.0,12.0,4.0,2.0,114.0,52.0,37.0,65.0,24.0,2.0,10.0,0.309,0.334,0.643,0.172,ヤクルト
176,32,松本直樹,900.0,0.2,10.0,20.0,20.0,4.0,0.0,0.0,2.0,10.0,3.0,5.0,1.0,0.0,0.0,0.0,0.2,0.5,0.7,0.05,ヤクルト
177,33,内山壮真,600.0,0.232,74.0,197.0,177.0,41.0,11.0,0.0,4.0,64.0,25.0,19.0,52.0,16.0,1.0,0.0,0.299,0.362,0.661,0.264,ヤクルト
178,39,宮本丈,1700.0,0.254,66.0,134.0,114.0,29.0,6.0,0.0,1.0,38.0,10.0,8.0,15.0,8.0,5.0,0.0,0.331,0.333,0.664,0.112,ヤクルト
179,42,坂口智隆,5000.0,0.279,24.0,47.0,43.0,12.0,3.0,0.0,0.0,15.0,2.0,2.0,13.0,3.0,1.0,0.0,0.34,0.349,0.689,0.277,ヤクルト
180,45,嶋基宏,2000.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ヤクルト
181,46,太田賢吾,1300.0,0.271,37.0,131.0,118.0,32.0,5.0,1.0,1.0,42.0,16.0,8.0,24.0,8.0,1.0,0.0,0.323,0.356,0.679,0.183,ヤクルト
182,49,渡邉大樹,1200.0,0.125,49.0,17.0,16.0,2.0,1.0,0.0,0.0,3.0,6.0,2.0,5.0,0.0,0.0,2.0,0.125,0.188,0.312,0.294,ヤクルト
183,51,濱田太貴,700.0,0.206,73.0,148.0,141.0,29.0,5.0,1.0,6.0,54.0,12.0,14.0,34.0,6.0,0.0,0.0,0.238,0.383,0.621,0.23,ヤクルト
184,55,村上宗隆,22000.0,0.318,141.0,612.0,487.0,155.0,21.0,1.0,56.0,346.0,114.0,134.0,128.0,118.0,7.0,12.0,0.458,0.71,1.168,0.209,ヤクルト
185,57,古賀優大,1300.0,0.183,37.0,77.0,71.0,13.0,3.0,0.0,0.0,16.0,2.0,4.0,11.0,2.0,0.0,0.0,0.2,0.225,0.425,0.143,ヤクルト
186,58,長岡秀樹,600.0,0.241,139.0,548.0,511.0,123.0,22.0,0.0,9.0,172.0,44.0,48.0,72.0,20.0,4.0,2.0,0.273,0.337,0.61,0.131,ヤクルト
187,59,小森航大郎,500.0,,,,,,,,,,,,,,,,,,,,ヤクルト
188,60,武岡龍世,600.0,0.412,7.0,18.0,17.0,7.0,0.0,1.0,0.0,9.0,3.0,3.0,3.0,0.0,1.0,0.0,0.444,0.529,0.974,0.167,ヤクルト
189,65,松本友,800.0,0.353,7.0,19.0,17.0,6.0,1.0,0.0,0.0,7.0,4.0,0.0,5.0,2.0,0.0,0.0,0.421,0.412,0.833,0.263,ヤクルト
190,66,吉田大成,850.0,,,,,,,,,,,,,,,,,,,,ヤクルト
191,71,赤羽由紘,300.0,0.1,10.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.182,0.1,0.282,0.417,ヤクルト
192,0,高松渡,1060.0,0.071,51.0,14.0,14.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,5.0,0.0,0.0,5.0,0.071,0.071,0.143,0.357,中日
193,00,石岡諒太,562.0,0.36,11.0,29.0,25.0,9.0,0.0,0.0,0.0,9.0,1.0,1.0,6.0,1.0,1.0,0.0,0.407,0.36,0.767,0.207,中日
194,00,後藤駿太,2100.0,0.16,35.0,58.0,50.0,8.0,1.0,2.0,0.0,13.0,3.0,4.0,10.0,4.0,2.0,0.0,0.25,0.26,0.51,0.172,中日
195,1,京田陽太,6400.0,0.172,43.0,143.0,128.0,22.0,5.0,1.0,3.0,38.0,11.0,8.0,21.0,10.0,3.0,1.0,0.248,0.297,0.545,0.147,中日
196,2,石川昂弥,1100.0,0.225,37.0,141.0,129.0,29.0,7.0,1.0,5.0,53.0,11.0,19.0,29.0,7.0,1.0,0.0,0.264,0.411,0.675,0.206,中日
197,3,高橋周平,7500.0,0.249,78.0,290.0,265.0,66.0,7.0,1.0,2.0,81.0,18.0,21.0,43.0,16.0,7.0,1.0,0.308,0.306,0.614,0.148,中日
198,4,鵜飼航丞,1200.0,0.206,59.0,195.0,180.0,37.0,8.0,1.0,4.0,59.0,14.0,16.0,64.0,9.0,5.0,1.0,0.262,0.328,0.589,0.328,中日
199,5,阿部寿樹,3600.0,0.27,133.0,548.0,486.0,131.0,31.0,2.0,9.0,193.0,44.0,57.0,105.0,49.0,4.0,3.0,0.338,0.397,0.735,0.192,中日
200,6,平田良介,3000.0,0.2,51.0,83.0,75.0,15.0,3.0,0.0,1.0,21.0,8.0,10.0,20.0,7.0,1.0,0.0,0.277,0.28,0.557,0.241,中日
201,7,根尾昂,1300.0,0.2,49.0,46.0,40.0,8.0,2.0,0.0,0.0,10.0,2.0,4.0,9.0,5.0,0.0,0.0,0.289,0.25,0.539,0.196,中日
202,8,大島洋平,25000.0,0.314,109.0,482.0,436.0,137.0,18.0,1.0,1.0,160.0,48.0,20.0,52.0,34.0,9.0,11.0,0.376,0.367,0.743,0.108,中日
203,9,福留孝介,3300.0,0.042,23.0,30.0,24.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,11.0,4.0,0.0,0.0,0.167,0.083,0.25,0.367,中日
204,23,福元悠真,720.0,0.25,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,中日
205,27,大野奨太,2800.0,0.294,8.0,21.0,17.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,3.0,0.0,0.0,0.4,0.294,0.694,0.19,中日
206,30,三好大倫,740.0,0.218,45.0,61.0,55.0,12.0,2.0,1.0,1.0,19.0,7.0,2.0,16.0,2.0,0.0,6.0,0.246,0.345,0.591,0.262,中日
207,31,渡辺勝,900.0,0.222,10.0,9.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.222,0.222,0.444,0.333,中日
208,32,石垣雅海,740.0,0.162,50.0,74.0,68.0,11.0,0.0,0.0,3.0,20.0,5.0,6.0,28.0,2.0,0.0,0.0,0.186,0.294,0.48,0.378,中日
209,35,木下拓哉,4800.0,0.246,120.0,466.0,419.0,103.0,16.0,3.0,6.0,143.0,24.0,48.0,38.0,27.0,1.0,2.0,0.289,0.341,0.63,0.082,中日
210,37,三ツ俣大樹,1200.0,0.211,58.0,154.0,123.0,26.0,8.0,0.0,0.0,34.0,6.0,10.0,39.0,16.0,1.0,1.0,0.305,0.276,0.581,0.253,中日
211,39,山下斐紹,600.0,0.13,20.0,24.0,23.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,8.0,1.0,0.0,0.0,0.167,0.261,0.428,0.333,中日
212,42,ブライト健太,1600.0,,,,,,,,,,,,,,,,,,,,中日
213,43,味谷大誠,600.0,,,,,,,,,,,,,,,,,,,,中日
214,44,郡司裕也,950.0,0.19,33.0,48.0,42.0,8.0,1.0,0.0,0.0,9.0,0.0,0.0,12.0,5.0,1.0,0.0,0.292,0.214,0.506,0.25,中日
215,45,土田龍空,650.0,0.248,62.0,229.0,210.0,52.0,7.0,1.0,0.0,61.0,15.0,12.0,43.0,7.0,4.0,3.0,0.283,0.29,0.573,0.188,中日
216,48,溝脇隼人,900.0,0.252,87.0,157.0,139.0,35.0,5.0,1.0,0.0,42.0,7.0,9.0,26.0,8.0,0.0,2.0,0.289,0.302,0.591,0.166,中日
217,49,伊藤康祐,700.0,0.231,28.0,27.0,26.0,6.0,3.0,0.0,0.0,9.0,3.0,1.0,5.0,1.0,0.0,0.0,0.259,0.346,0.605,0.185,中日
218,51,滝野要,730.0,0.3,11.0,10.0,10.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.3,0.3,0.6,0.3,中日
219,52,加藤翔平,2200.0,0.222,66.0,31.0,27.0,6.0,2.0,0.0,1.0,11.0,13.0,5.0,5.0,2.0,0.0,3.0,0.276,0.407,0.683,0.161,中日
220,55,福田永将,4500.0,0.214,25.0,29.0,28.0,6.0,1.0,0.0,1.0,10.0,1.0,2.0,7.0,1.0,0.0,0.0,0.241,0.357,0.599,0.241,中日
221,56,星野真生,540.0,,,,,,,,,,,,,,,,,,,,中日
222,57,アリエル・マルティネス,3000.0,0.276,82.0,286.0,254.0,70.0,15.0,1.0,8.0,111.0,29.0,24.0,55.0,23.0,7.0,1.0,0.35,0.437,0.787,0.192,中日
223,58,石橋康太,665.0,0.179,31.0,75.0,67.0,12.0,5.0,1.0,0.0,19.0,3.0,4.0,11.0,2.0,0.0,0.0,0.203,0.284,0.486,0.147,中日
224,60,岡林勇希,740.0,0.291,142.0,608.0,553.0,161.0,25.0,10.0,0.0,206.0,58.0,32.0,67.0,29.0,3.0,24.0,0.329,0.373,0.702,0.11,中日
225,63,堂上直倫,2900.0,0.278,16.0,18.0,18.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.278,0.278,0.556,0.222,中日
226,66,ビシエド,35000.0,0.294,129.0,532.0,483.0,142.0,27.0,0.0,14.0,211.0,52.0,63.0,59.0,40.0,7.0,1.0,0.355,0.437,0.792,0.111,中日
227,68,桂依央利,1100.0,0.222,10.0,9.0,9.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.222,0.222,0.444,0.222,中日
228,94,ペドロ・レビーラ,1000.0,0.203,21.0,66.0,64.0,13.0,2.0,0.0,1.0,18.0,1.0,3.0,30.0,2.0,0.0,0.0,0.227,0.281,0.509,0.455,中日
229,95,ギジェルモ・ガルシア,1000.0,,,,,,,,,,,,,,,,,,,,中日
230,96,ルーク・ワカマツ,300.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,中日
231,2,杉谷拳士,2800.0,0.165,51.0,109.0,97.0,16.0,2.0,0.0,0.0,18.0,9.0,3.0,21.0,8.0,0.0,0.0,0.229,0.186,0.414,0.193,日本ハム
232,3,王柏融,7000.0,0.062,15.0,32.0,32.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,12.0,0.0,0.0,0.0,0.062,0.094,0.156,0.375,日本ハム
233,4,上川畑大悟,1000.0,0.291,80.0,301.0,261.0,76.0,7.0,2.0,2.0,93.0,22.0,17.0,45.0,21.0,7.0,8.0,0.36,0.356,0.716,0.15,日本ハム
234,5,レナート・ヌニエス,18000.0,0.174,63.0,180.0,167.0,29.0,7.0,1.0,4.0,50.0,10.0,12.0,61.0,9.0,3.0,1.0,0.228,0.299,0.527,0.339,日本ハム
235,6,アリスメンディ・アルカンタラ,6000.0,0.209,97.0,285.0,263.0,55.0,6.0,0.0,14.0,103.0,27.0,28.0,87.0,21.0,0.0,4.0,0.267,0.392,0.658,0.305,日本ハム
236,8,近藤健介,25500.0,0.302,99.0,396.0,325.0,98.0,26.0,1.0,8.0,150.0,51.0,41.0,45.0,66.0,1.0,8.0,0.418,0.462,0.879,0.114,日本ハム
237,9,中島卓也,8000.0,0.223,68.0,150.0,130.0,29.0,3.0,1.0,0.0,34.0,12.0,8.0,31.0,11.0,0.0,17.0,0.282,0.262,0.543,0.207,日本ハム
238,10,清水優心,3400.0,0.194,30.0,67.0,62.0,12.0,1.0,0.0,0.0,13.0,2.0,3.0,15.0,1.0,1.0,0.0,0.219,0.21,0.428,0.224,日本ハム
239,12,松本剛,2050.0,0.347,117.0,445.0,395.0,137.0,23.0,2.0,3.0,173.0,48.0,44.0,42.0,32.0,4.0,21.0,0.398,0.438,0.836,0.094,日本ハム
240,21,清宮幸太郎,1700.0,0.219,129.0,461.0,406.0,89.0,25.0,3.0,18.0,174.0,52.0,55.0,113.0,45.0,6.0,4.0,0.305,0.429,0.734,0.245,日本ハム
241,23,渡邉諒,5000.0,0.233,21.0,64.0,60.0,14.0,4.0,2.0,0.0,22.0,11.0,2.0,17.0,3.0,1.0,0.0,0.281,0.367,0.648,0.266,日本ハム
242,24,野村佑希,2000.0,0.279,93.0,368.0,348.0,97.0,24.0,2.0,6.0,143.0,33.0,36.0,71.0,16.0,2.0,3.0,0.313,0.411,0.724,0.193,日本ハム
243,26,淺間大基,2500.0,0.232,75.0,240.0,224.0,52.0,14.0,1.0,4.0,80.0,20.0,15.0,55.0,11.0,0.0,12.0,0.267,0.357,0.624,0.229,日本ハム
244,27,古川裕大,900.0,0.229,36.0,108.0,96.0,22.0,3.0,0.0,0.0,25.0,5.0,1.0,23.0,8.0,0.0,0.0,0.288,0.26,0.549,0.213,日本ハム
245,30,宇佐見真吾,2000.0,0.256,81.0,237.0,215.0,55.0,10.0,0.0,5.0,80.0,22.0,24.0,42.0,12.0,1.0,0.0,0.296,0.372,0.668,0.177,日本ハム
246,31,高濱祐仁,2200.0,0.059,7.0,18.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.056,0.059,0.114,0.667,日本ハム
247,32,谷内亮太,2300.0,0.268,78.0,167.0,153.0,41.0,9.0,0.0,1.0,53.0,11.0,12.0,24.0,8.0,1.0,0.0,0.309,0.346,0.655,0.144,日本ハム
248,38,石井一成,2500.0,0.236,102.0,328.0,296.0,70.0,12.0,6.0,6.0,112.0,30.0,32.0,64.0,20.0,1.0,8.0,0.284,0.378,0.663,0.195,日本ハム
249,39,有薗直輝,600.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,日本ハム
250,43,水野達稀,900.0,0.122,21.0,44.0,41.0,5.0,2.0,0.0,0.0,7.0,4.0,0.0,16.0,2.0,0.0,1.0,0.163,0.171,0.334,0.364,日本ハム
251,44,阪口樂,520.0,0.167,3.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.167,0.167,0.333,0.667,日本ハム
252,45,木村文紀,2000.0,0.179,38.0,101.0,95.0,17.0,4.0,0.0,2.0,27.0,7.0,9.0,39.0,4.0,1.0,0.0,0.218,0.284,0.502,0.386,日本ハム
253,48,上野響平,520.0,0.074,12.0,31.0,27.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,9.0,2.0,0.0,0.0,0.138,0.111,0.249,0.29,日本ハム
254,49,佐藤龍世,980.0,0.115,37.0,106.0,96.0,11.0,2.0,0.0,1.0,16.0,5.0,4.0,23.0,7.0,0.0,0.0,0.175,0.167,0.341,0.217,日本ハム
255,50,五十幡亮汰,1150.0,0.286,6.0,16.0,14.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,2.0,0.0,3.0,0.375,0.286,0.661,0.375,日本ハム
256,56,細川凌平,570.0,0.171,20.0,48.0,41.0,7.0,1.0,2.0,0.0,12.0,5.0,2.0,14.0,4.0,0.0,0.0,0.244,0.293,0.537,0.292,日本ハム
257,60,郡拓也,800.0,0.125,26.0,63.0,56.0,7.0,1.0,0.0,2.0,14.0,2.0,6.0,16.0,4.0,1.0,1.0,0.197,0.25,0.447,0.254,日本ハム
258,61,今川優馬,870.0,0.227,94.0,309.0,273.0,62.0,12.0,1.0,10.0,106.0,34.0,39.0,70.0,19.0,7.0,4.0,0.29,0.388,0.679,0.227,日本ハム
259,64,田宮裕涼,530.0,0.111,14.0,21.0,18.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.158,0.167,0.325,0.19,日本ハム
260,65,梅林優貴,700.0,0.104,22.0,51.0,48.0,5.0,1.0,0.0,0.0,6.0,2.0,3.0,19.0,1.0,0.0,0.0,0.122,0.125,0.247,0.373,日本ハム
261,66,万波中正,900.0,0.203,100.0,314.0,296.0,60.0,10.0,2.0,14.0,116.0,28.0,40.0,112.0,12.0,2.0,0.0,0.237,0.392,0.629,0.357,日本ハム
262,67,片岡奨人,700.0,0.125,13.0,24.0,24.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,11.0,0.0,0.0,0.0,0.125,0.167,0.292,0.458,日本ハム
263,68,石川亮,1700.0,0.156,23.0,52.0,45.0,7.0,0.0,0.0,0.0,7.0,3.0,3.0,7.0,2.0,0.0,0.0,0.191,0.156,0.347,0.135,日本ハム
264,69,宮田輝星,550.0,0.143,6.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.143,0.143,0.286,0.143,日本ハム
265,112,樋口龍之介,520.0,,,,,,,,,,,,,,,,,,,,日本ハム
266,122,速水隆成,330.0,,,,,,,,,,,,,,,,,,,,日本ハム
267,124,阿部和広,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
268,155,難波侑平,400.0,,,,,,,,,,,,,,,,,,,,日本ハム
269,00,川瀬晃,1400.0,0.278,73.0,106.0,90.0,25.0,5.0,0.0,0.0,30.0,15.0,11.0,21.0,8.0,0.0,2.0,0.327,0.333,0.66,0.198,ソフトバンク
270,0,高田知季,1950.0,0.231,18.0,13.0,13.0,3.0,0.0,1.0,0.0,5.0,4.0,3.0,4.0,0.0,0.0,1.0,0.231,0.385,0.615,0.308,ソフトバンク
271,3,フレディ・ガルビス,42000.0,0.171,38.0,130.0,111.0,19.0,2.0,0.0,2.0,27.0,11.0,11.0,29.0,15.0,3.0,0.0,0.285,0.243,0.528,0.223,ソフトバンク
272,5,松田宣浩,15000.0,0.204,43.0,106.0,98.0,20.0,2.0,1.0,0.0,24.0,2.0,7.0,20.0,6.0,1.0,1.0,0.255,0.245,0.5,0.189,ソフトバンク
273,6,今宮健太,29000.0,0.296,130.0,510.0,450.0,133.0,30.0,0.0,7.0,184.0,56.0,47.0,71.0,37.0,3.0,3.0,0.352,0.409,0.761,0.139,ソフトバンク
274,7,中村晃,24000.0,0.253,114.0,435.0,379.0,96.0,12.0,2.0,7.0,133.0,34.0,51.0,48.0,45.0,2.0,2.0,0.334,0.351,0.685,0.11,ソフトバンク
275,8,明石健志,6500.0,0.167,22.0,35.0,30.0,5.0,0.0,1.0,0.0,7.0,2.0,3.0,5.0,3.0,0.0,0.0,0.242,0.233,0.476,0.143,ソフトバンク
276,9,柳田悠岐,62000.0,0.275,117.0,491.0,437.0,120.0,18.0,1.0,24.0,212.0,63.0,79.0,106.0,43.0,6.0,2.0,0.344,0.485,0.829,0.216,ソフトバンク
277,12,黒瀬健太,500.0,0.167,7.0,15.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,2.0,0.0,0.0,0.267,0.167,0.433,0.533,ソフトバンク
278,13,中谷将大,2000.0,0.214,16.0,30.0,28.0,6.0,2.0,0.0,1.0,11.0,3.0,4.0,11.0,0.0,1.0,2.0,0.233,0.393,0.626,0.367,ソフトバンク
279,19,甲斐拓也,21000.0,0.18,130.0,405.0,323.0,58.0,9.0,1.0,1.0,72.0,25.0,27.0,85.0,38.0,5.0,1.0,0.275,0.223,0.498,0.21,ソフトバンク
280,22,牧原巧汰,550.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
281,23,周東佑京,3600.0,0.267,80.0,318.0,288.0,77.0,5.0,4.0,5.0,105.0,48.0,15.0,56.0,22.0,3.0,22.0,0.324,0.365,0.688,0.176,ソフトバンク
282,24,栗原陵矢,8000.0,0.353,5.0,20.0,17.0,6.0,1.0,0.0,2.0,13.0,3.0,5.0,1.0,3.0,0.0,0.0,0.45,0.765,1.215,0.05,ソフトバンク
283,27,ジュリスベル・グラシアル,27000.0,0.271,99.0,386.0,347.0,94.0,13.0,2.0,7.0,132.0,24.0,30.0,75.0,33.0,4.0,1.0,0.339,0.38,0.72,0.194,ソフトバンク
284,30,佐藤直樹,1400.0,0.129,48.0,35.0,31.0,4.0,1.0,1.0,1.0,10.0,8.0,2.0,17.0,3.0,0.0,0.0,0.206,0.323,0.528,0.486,ソフトバンク
285,31,正木智也,1200.0,0.254,35.0,80.0,67.0,17.0,4.0,0.0,3.0,30.0,6.0,5.0,24.0,10.0,2.0,0.0,0.367,0.448,0.815,0.3,ソフトバンク
286,32,柳町達,800.0,0.277,107.0,364.0,321.0,89.0,14.0,4.0,0.0,111.0,21.0,32.0,79.0,38.0,2.0,3.0,0.357,0.346,0.703,0.217,ソフトバンク
287,33,増田珠,660.0,0.256,15.0,45.0,39.0,10.0,3.0,1.0,1.0,18.0,4.0,6.0,6.0,3.0,0.0,0.0,0.302,0.462,0.764,0.133,ソフトバンク
288,36,牧原大成,4500.0,0.301,120.0,441.0,409.0,123.0,18.0,4.0,6.0,167.0,45.0,42.0,71.0,16.0,4.0,13.0,0.331,0.408,0.739,0.161,ソフトバンク
289,43,井上朋也,880.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
290,44,笹川吉康,600.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
291,45,谷川原健太,950.0,0.234,71.0,75.0,64.0,15.0,4.0,2.0,0.0,23.0,16.0,8.0,18.0,7.0,2.0,1.0,0.324,0.359,0.684,0.24,ソフトバンク
292,46,川原田純平,550.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク
293,51,上林誠知,4350.0,0.301,33.0,100.0,93.0,28.0,5.0,1.0,1.0,38.0,13.0,12.0,19.0,3.0,2.0,2.0,0.337,0.409,0.745,0.19,ソフトバンク
294,52,リチャード,1160.0,0.159,23.0,70.0,63.0,10.0,1.0,0.0,3.0,20.0,7.0,5.0,29.0,6.0,1.0,0.0,0.243,0.317,0.56,0.414,ソフトバンク
295,54,アルフレド・デスパイネ,27000.0,0.269,89.0,331.0,297.0,80.0,10.0,0.0,14.0,132.0,29.0,40.0,80.0,28.0,4.0,0.0,0.338,0.444,0.783,0.242,ソフトバンク
296,55,野村大樹,700.0,0.229,31.0,75.0,70.0,16.0,5.0,1.0,0.0,23.0,5.0,8.0,18.0,3.0,1.0,0.0,0.27,0.329,0.599,0.24,ソフトバンク
297,59,水谷瞬,540.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
298,62,海野隆司,1150.0,0.167,47.0,42.0,42.0,7.0,2.0,0.0,1.0,12.0,3.0,4.0,11.0,0.0,0.0,0.0,0.167,0.286,0.452,0.262,ソフトバンク
299,64,真砂勇介,1400.0,0.071,29.0,29.0,28.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,0.0,0.0,0.0,0.071,0.071,0.143,0.345,ソフトバンク
300,65,九鬼隆平,650.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
301,67,渡邉陸,600.0,0.273,20.0,36.0,33.0,9.0,1.0,0.0,3.0,19.0,6.0,9.0,15.0,3.0,0.0,0.0,0.333,0.576,0.909,0.417,ソフトバンク
302,68,三森大貴,2400.0,0.257,102.0,437.0,393.0,101.0,13.0,4.0,9.0,149.0,58.0,36.0,81.0,28.0,3.0,20.0,0.309,0.379,0.688,0.185,ソフトバンク
303,69,小林珠維,470.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
304,99,野村勇,1200.0,0.239,97.0,203.0,180.0,43.0,9.0,3.0,10.0,88.0,40.0,25.0,64.0,17.0,2.0,10.0,0.312,0.489,0.8,0.315,ソフトバンク
305,121,石塚綜一郎,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
306,122,藤野恵音,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
307,125,早真之介,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
308,127,緒方理貢,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
309,128,伊藤大将,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
310,129,居谷匠真,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
311,130,勝連大稀,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
312,131,舟越秀虎,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
313,132,川村友斗,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
314,136,荒木翔太,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
315,142,中村宜聖,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
316,144,マルコ・シモン,500.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
317,146,フランケリー・ヘラルディーノ,500.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
318,149,佐久間拓斗,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
319,150,山本恵大,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
320,151,加藤晴空,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
321,153,三代BAD+FB80貴,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
322,155,仲田慶介,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
323,00,池田来翔,1200.0,0.091,11.0,22.0,22.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.091,0.136,0.227,0.273,ロッテ
324,0,荻野貴司,10000.0,0.31,89.0,373.0,326.0,101.0,18.0,4.0,5.0,142.0,51.0,27.0,30.0,30.0,7.0,15.0,0.375,0.436,0.811,0.08,ロッテ
325,1,藤原恭大,2300.0,0.209,49.0,126.0,115.0,24.0,2.0,0.0,1.0,29.0,10.0,5.0,23.0,9.0,1.0,9.0,0.272,0.252,0.524,0.183,ロッテ
326,2,松川虎生,1300.0,0.173,76.0,212.0,185.0,32.0,5.0,0.0,0.0,37.0,12.0,14.0,60.0,18.0,0.0,1.0,0.245,0.2,0.445,0.283,ロッテ
327,3,角中勝也,6500.0,0.256,53.0,138.0,129.0,33.0,4.0,0.0,1.0,40.0,10.0,11.0,35.0,9.0,0.0,1.0,0.304,0.31,0.614,0.254,ロッテ
328,4,藤岡裕大,6250.0,0.176,28.0,81.0,68.0,12.0,2.0,0.0,0.0,14.0,4.0,1.0,17.0,7.0,0.0,0.0,0.25,0.206,0.456,0.21,ロッテ
329,5,安田尚憲,3000.0,0.263,119.0,440.0,388.0,102.0,23.0,1.0,9.0,154.0,33.0,47.0,86.0,45.0,4.0,1.0,0.343,0.397,0.74,0.195,ロッテ
330,7,福田秀平,12000.0,0.171,20.0,48.0,41.0,7.0,1.0,0.0,0.0,8.0,3.0,4.0,13.0,7.0,0.0,1.0,0.292,0.195,0.487,0.271,ロッテ
331,8,中村奨吾,11000.0,0.257,138.0,596.0,498.0,128.0,31.0,0.0,12.0,195.0,52.0,68.0,86.0,70.0,10.0,15.0,0.354,0.392,0.746,0.144,ロッテ
